headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
"Afghanistan, for Ages an Affliction to Mighty Empires, Is Not Easily Subdued",History of Afghanistan and its many conflicts through the ages discussed; authorities believe Osama bin Laden is living there under sanction by ruling Taliban; map; photos (M),Foreign Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)', u'AFGHANISTAN']",997,"Afghanistan, a poor and landlocked country, appears to be positioned for another round of what 19th-century imperialists called the Great Game, the battle for influence by outsiders, once mostly the Russians and the British, over a defiant land that...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'GEOGRAPHIC PROFILES', u'MISSING PERSONS', u'HIJACKING', u'HISTORY', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/world/nation-challenged-history-afghanistan-for-ages-affliction-mighty-empires-not.html,World; Washington,2001-09-18,News,4fd2323a8eb7c8105d7c1cf2
Tie to bin Laden Aide,,National Desk,[],53,"Investigators are examining a link between two hijackers who attacked the World Trade Center and a former Boston cab driver who is on trial for a foiled plot to kill Americans in Jordan on Jan. 1, 2000. The three shared a relationship with a...",The New York Times,[],http://www.nytimes.com/2001/09/18/us/tie-to-bin-laden-aide.html,Front Page; U.S.,2001-09-18,Summary,4fd218138eb7c8105d793ee2
Blair and Chirac Head to U.S. For Talks and a Show of Unity,"France's president Jacques Chirac plans to arrive for talks with Pres Bush and British Prime Min Tony Blair will come later in week in show of support for United States following attacks on World Trade Center and Pentagon; administration defines different types of support, from rhetorical to military, that it needs from members of coalition it is trying to build; senior officials say they expect Britain, and possibly other allies, to contribute troops, although administration reserves right to act unilaterally; European Union will convene special summit meeting to work on ways of pooling resources to combat terrorism; following initial shock of attacks, some are tempering rhetoric to encourage patience (M)",Foreign Desk,"[u'NEW YORK CITY', u'GREAT BRITAIN', u'FRANCE', u'WASHINGTON (DC)']",997,"As some European allies began to express caution about the administration's plans for military action, the leaders of France and Britain were preparing to arrive here this week to show solidarity and discuss with President Bush their contributions to...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/world/nation-challenged-europeans-blair-chirac-head-us-for-talks-show-unity.html,World; Washington,2001-09-18,News,4fd2636c8eb7c8105d815ad7
In This Section,,Metropolitan Desk,[],556,"BACK TO BUSINESS    The stock market gets through the first trading in six days with sizable losses -- key indexes fall 7 percent -- but without a disastrous plunge.   A1    On Wall Street, economic interests vie with patriotic sentiment.   A1",The New York Times,[],http://www.nytimes.com/2001/09/18/nyregion/in-this-section.html,New York and Region,2001-09-18,Summary,4fd218128eb7c8105d793ed3
"Suddenly, It's Nostradamus, The Best Seller","Sept 11 terrorist attacks lifts sales of books related to terrorism and Arab world and biographies of the World Trade Center; many load up on works that some believe predicted tragic event; in this case, they have turned in surprising numbers to writings of Nostradamus, 16th-century French soothsayer credited by some acolytes with predicting apocalyptic events; photos (M)",The Arts/Cultural Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1251,"Within hours after last Tuesday's terrorist attacks, sales of books related to the disaster surged as people desperate for information and explanations rushed to purchase treatises on terrorism and the Arab world and biographies of the World Trade...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'BOOKS AND LITERATURE', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/books/suddenly-it-s-nostradamus-the-best-seller.html,Arts; Washington; Books,2001-09-18,News,4fd250348eb7c8105d7f3555
"Bin Laden Is Wanted in Attacks, 'Dead or Alive,' President Says","Pres Bush says he wants Osama bin Laden, prime suspect in terrorist strikes, brought to justice, 'dead or alive'; speaks at Pentagon, where one hijacked plane was crashed, then visits Washington's largest Islamic center; asks public to view Arabs and Muslims living in United States as American patriots, saying that intimidation and harassment of them 'will not stand'; says 'face of terror is not the true faith of Islam'; Robert Mueller, new director of FBI, says his agents are investigating suspected hate crimes against Arab-Americans and will prosecute them vigorously; Bush delivers twin messages of retaliation abroad and tolerance at home as he completes plans for calling up 35,000 military reservists to patrol American harbors and airspace; appears to be preparing nation for likelihood of casualties in what he says would be long war, one likely to be fought by unconventional means; warns that even if bin Laden is found, there are other terrorists in world and United States will 'hunt them down'; photo (M)",National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1444,"President Bush declared at the Pentagon this morning that he wanted Osama bin Laden, the prime suspect in last week's terrorist strikes, brought to justice, and he pointedly recalled the frontier posters urging the capture of criminals ''dead or...",The New York Times,"[u'AIRLINES AND AIRPLANES', u'RESERVES (MILITARY)', u'MISSING PERSONS', u'HIJACKING', u'MUSLIM-AMERICANS', u'UNITED STATES ARMAMENT AND DEFENSE', u'ARAB-AMERICANS', u'UNITED STATES INTERNATIONAL RELATIONS', u'WORLD TRADE CENTER (NYC)', u'PENTAGON BUILDING', u'ISLAM', u'TERRORISM', u'HATE CRIMES']",http://www.nytimes.com/2001/09/18/us/nation-challenged-president-bin-laden-wanted-attacks-dead-alive-president-says.html,Front Page; U.S.; Washington,2001-09-18,News,4fd250348eb7c8105d7f3554
One Week Later: How to Answer the Horror?,"Lisa VanDamme letter calls for sweeping and devastating assault on all those countries that train, finance and protect those whose stated goal is slaughter of Americans",Editorial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",151,"To the Editor:    You report (news article, Sept. 14)  that polls of the American public since the terrorist attacks last Tuesday show ''an overwhelming majority ready to go to war.'' I hope I speak for that majority when I say what military action I...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/opinion/l-one-week-later-how-to-answer-the-horror-229784.html,Opinion,2001-09-18,Letter,4fd24c4b8eb7c8105d7ebc37
Excerpts From Bush's Remarks on Retaliation,Excerpts from Pres Bush's answers to reporters questions during visit to Pentagon (M),National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1082,"Following are excerpts from President Bush's answers to reporters' questions yesterday morning during a visit to the Pentagon, as recorded by Federal News Service Inc.:    Q. Mr. President, does the cost of freedom today, in this war you're about to...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'NEWS AND NEWS MEDIA', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/us/excerpts-from-bush-s-remarks-on-retaliation.html,U.S.,2001-09-18,Text,4fd250348eb7c8105d7f355b
Bad Numbers Still Felt Good On a Day Unlike Any Other,"Market Place column by Floyd Norris comments on stock activity on first day of trading after terrorist attack on World Trade Center and Pentagon; says stock market tumbled, but losses were smaller than many expected; says this reflects surge of buying by ordinary Americans, evidently convinced that it was patriotic to be bullish; says big question is whether American market can remain relatively strong; says this may depend on whether economic worries become stronger than patriotic impulses to buy; photos; graphs (M)",Business/Financial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1156,"Never before has a day in which the stock market tumbled so far seemed like a good day. But yesterday was a day unlike any other. The losses were smaller than many had expected, and they reflected a surge of buying by ordinary Americans, who were...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'UNITED STATES ECONOMY', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'STOCKS AND BONDS', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/business/nation-challenged-market-place-bad-numbers-still-felt-good-day-unlike-any-other.html,Front Page; Business; Washington,2001-09-18,News,4fd25c038eb7c8105d80970e
Imam Had Unusual Visit At Mosque Before Attacks,"Federal agents seek to question Moataz al-Hallak, Muslim cleric suspected of having ties to Osama bin Laden organization; photo (M)",National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",508,"Two days before last week's terrorist attacks, a Muslim cleric suspected of ties to the Osama bin Laden organization led prayers at a Texas mosque at which he had agreed not to preach because of the controversy surrounding him.    The man, Moataz...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/us/a-nation-challenged-the-cleric-imam-had-unusual-visit-at-mosque-before-attacks.html,U.S.,2001-09-18,News,4fd267658eb7c8105d81cbf3
Fits and Starts as Companies Strain to Restore a Sense of Normalcy,"Many US companies strain to restore sense of normalcy almost one week after attacks on World Trade Center and Pentagon building; many workers say daily tasks seem trivial in face of tragedy, while many companies grapple with loss of colleagues (M)",Business/Financial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1180,"Prayer sessions gave way to paperwork. Memorial services were replaced by the Monday morning meeting. Sputtering at times but managing not to stall, America's corporate machinery began to whir again yesterday.    Whir -- and wheeze. The Ford Motor...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/business/nation-challenged-return-fits-starts-companies-strain-restore-sense-normalcy.html,Business; Washington,2001-09-18,News,4fd20f8e8eb7c8105d78206d
Group Struggling to Shed Association With Terrorism,"In wake of attack on World Trade Center and Pentagon, Afghans living in suburbs of San Francisco are split in support of Taliban, with those who are middle-class opposing him and those who are poorer tending to be more supportive; supporters, however, temper statements by saying that if it is proven that Osama bin Laden is behind attacks, they will rethink their positions; in Fremont, women who wear Islamic chadors are refusing to go outside, fearful of taunts or worse and stories of hate abound; photo (M)",National Desk,"[u'NEW YORK CITY', u'SAN FRANCISCO (CALIF)', u'CALIFORNIA', u'WASHINGTON (DC)', u'FREMONT (CALIF)', u'AFGHANISTAN']",919,"Aziz Omar and his family began fleeing Kabul, the capital of Afghanistan, when the Soviets invaded in 1979, eventually settling in this modest suburb about 45 miles southeast of San Francisco. They found themselves among other middle-class,...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AFGHAN-AMERICANS', u'AIRLINES AND AIRPLANES', u'PENTAGON BUILDING', u'IMMIGRATION AND REFUGEES', u'MISSING PERSONS', u'HIJACKING', u'ISLAM', u'TERRORISM', u'HATE CRIMES', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/us/nation-challenged-afghan-americans-group-struggling-shed-association-with.html,U.S.,2001-09-18,News,4fd20f8e8eb7c8105d78206f
Taliban Refuse Quick Decision Over bin Laden,"Afghanistan rebuffs American demand relayed by Pakistan that Taliban government immediately and unconditionally surrender Osama bin Laden to head off military showdown, but it sets high-level meeting to make final decision; hard-line Islamic clerics who lead Taliban demand 'convincing evidence' that bin Laden is reponsible for attacks in New York and Washington; Taliban wants Orgn of Islamic Conference, group of more than 50 Muslim countries, to formally demand bin Laden's handover to American authorities; Pakistani military officers who carried American ultimatum to Taliban decide to remain in Afghanistan and resume their effort, even though conditions set by Taliban appear unlikely to be acceptable to United States; Taliban spokesman says council of 600 clerics will assemble in Kabul to make binding decision on fate of bin Laden; clear implication is that Taliban knows bin Laden's whereabouts; photos (M)",Foreign Desk,"[u'NEW YORK CITY', u'PAKISTAN', u'KABUL (AFGHANISTAN)', u'WASHINGTON (DC)', u'AFGHANISTAN']",1286,"Afghanistan rebuffed an American demand relayed today by Pakistan that the Taliban government immediately and unconditionally surrender Osama bin Laden to head off a military showdown, but Afghan leaders set a high-level meeting for Tuesday to make a...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PENTAGON BUILDING', u'MISSING PERSONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2001/09/18/world/a-nation-challenged-last-chance-taliban-refuse-quick-decision-over-bin-laden.html,World; Front Page; Washington,2001-09-18,News,4fd218128eb7c8105d793ec6
